Global_Idx,Block,Local_Idx,Speaker,Pulse_Samp,Pulse_Time,EstimatedTimeOut,MCS_Time,est_frame_time,closest_frame
34,0,34,40,991765,22.489002,23.525002,35.4255,29.7115,743
35,0,35,29,1014736,23.009887,24.045887,35.94635,30.23235,756
36,0,36,30,1038434,23.547256,24.583256,36.48375,30.76975,769
37,0,37,30,1076670,24.414286,25.450286,37.3508,31.6368,791
38,0,38,43,1105214,25.061542,26.097542,37.99805,32.28405,807
39,0,39,43,1122854,25.461542,26.497542,38.39805,32.68405,817
40,0,40,44,1148975,26.053855,27.089855,38.99035,33.27635,832
41,0,41,30,1168068,26.486803,27.522803,39.4233,33.7093,843
42,0,42,10,1205820,27.342857,28.378857,40.27935,34.56535,864
43,0,43,10,1239452,28.105488,29.141488,41.042,35.328,883
44,0,44,8,1279142,29.005488,30.041488,41.942,36.228,906
45,0,45,39,1304052,29.57034,30.60634,42.50685,36.79285,920
46,0,46,21,1324115,30.025283,31.061283,42.9618,37.2478,931
47,0,47,7,1346843,30.540658,31.576658,43.47715,37.76315,944
48,0,48,44,1384837,31.4022,32.4382,44.3387,38.6247,966
49,0,49,21,1417742,32.148345,33.184345,45.08485,39.37085,984
50,0,50,29,1448709,32.850544,33.886544,45.78705,40.07305,1002
51,0,51,7,1487915,33.739569,34.775569,46.76895,41.05495,1026
52,0,52,43,1506766,34.167029,35.203029,47.19645,41.48245,1037
53,0,53,21,1530706,34.709887,35.745887,47.7393,42.0253,1051
54,0,54,29,1569669,35.593401,36.629401,48.6228,42.9088,1073
55,0,55,22,1597728,36.22966,37.26566,49.25905,43.54505,1089
56,0,56,10,1627484,36.904399,37.940399,49.9338,44.2198,1105
57,0,57,44,1657724,37.590113,38.626113,50.61955,44.90555,1123
58,0,58,8,1677302,38.034059,39.070059,51.06345,45.34945,1134
59,0,59,44,1697850,38.5,39.536,51.5294,45.8154,1145
60,0,60,30,1732694,39.290113,40.326113,52.31955,46.60555,1165
61,0,61,22,1755907,39.816485,40.852485,52.8459,47.1319,1178
62,0,62,30,1780574,40.375828,41.411828,53.40525,47.69125,1192
63,0,63,39,1813964,41.132971,42.168971,54.1624,48.4484,1211
64,0,64,40,1850019,41.950544,42.986544,54.97995,49.26595,1232
65,0,65,44,1887528,42.801088,43.837088,55.8305,50.1165,1253
66,0,66,7,1920192,43.541769,44.577769,56.5712,50.8572,1271
67,0,67,40,1945343,44.112086,45.148086,57.1415,51.4275,1286
68,0,68,9,1967345,44.610998,45.646998,57.64045,51.92645,1298
69,0,69,9,1996858,45.280227,46.316227,58.30965,52.59565,1315
70,0,70,22,2017890,45.757143,46.793143,58.7866,53.0726,1327
71,0,71,8,2053703,46.569229,47.605229,59.59865,53.88465,1347
72,0,72,29,2084428,47.265941,48.301941,60.2954,54.5814,1365
73,0,73,9,2117575,48.017574,49.053574,61.047,55.333,1383
74,0,74,9,2148058,48.708798,49.744798,61.73825,56.02425,1401
75,0,75,40,2183386,49.509887,50.545887,62.53935,56.82535,1421
76,0,76,30,2201995,49.931859,50.967859,62.9613,57.2473,1431
77,0,77,8,2238293,50.754943,51.790943,63.7844,58.0704,1452
78,0,78,43,2270472,51.484626,52.520626,64.5141,58.8001,1470
79,0,79,40,2296350,52.071429,53.107429,65.1009,59.3869,1485
80,0,80,44,2317867,52.559342,53.595342,65.5888,59.8748,1497
81,0,81,7,2336234,52.975828,54.011828,66.0053,60.2913,1507
82,0,82,44,2362597,53.573628,54.609628,66.6031,60.8891,1522
83,0,83,39,2394291,54.292313,55.328313,67.32175,61.60775,1540
84,1,1,43,63872,1.448345,63.893345,75.59275,69.87875,1747
85,1,2,8,82724,1.875828,64.320828,76.02025,70.30625,1758
86,1,3,39,113691,2.578027,65.023027,76.72245,71.00845,1775
87,1,4,39,150473,3.412086,65.857086,77.5565,71.8425,1796
88,1,5,40,172232,3.905488,66.350488,78.0499,72.3359,1808
89,1,6,10,193507,4.387914,66.832914,78.53235,72.81835,1820
90,1,7,43,223262,5.06263,67.50763,79.20705,73.49305,1837
91,1,8,10,244052,5.534059,67.979059,79.67845,73.96445,1849
92,1,9,7,262419,5.950544,68.395544,80.09495,74.38095,1860
93,1,10,10,294113,6.669229,69.114229,80.81365,75.09965,1877
94,1,11,9,317568,7.201088,69.646088,81.3455,75.6315,1891
95,1,12,9,342720,7.771429,70.216429,81.91585,76.20185,1905
96,1,13,44,370537,8.4022,70.8472,82.54665,76.83265,1921
97,1,14,21,399565,9.060431,71.505431,83.20485,77.49085,1937
98,1,15,39,419386,9.509887,71.954887,83.6543,77.9403,1949
99,1,16,8,437995,9.931859,72.376859,84.0763,78.3623,1959
100,1,17,8,463632,10.513197,72.958197,84.65765,78.94365,1974
101,1,18,44,500172,11.341769,73.786769,85.4862,79.7722,1994
102,1,19,29,533804,12.104399,74.549399,86.24885,80.53485,2013
103,1,20,22,557744,12.647256,75.092256,86.7917,81.0777,2027
104,1,21,8,582411,13.206599,75.651599,87.35105,81.63705,2041
105,1,22,40,613862,13.919773,76.364773,88.0642,82.3502,2059
106,1,23,30,634168,14.380227,76.825227,88.52465,82.81065,2070
107,1,24,44,672646,15.252744,77.697744,89.3972,83.6832,2092
108,1,25,43,697071,15.806599,78.251599,89.95105,84.23705,2106
109,1,26,7,734822,16.66263,79.10763,90.8071,85.0931,2127
110,1,27,9,764820,17.342857,79.787857,91.4873,85.7733,2144
111,1,28,21,798695,18.110998,80.555998,92.25545,86.54145,2164
112,1,29,8,824815,18.703288,81.148288,92.84775,87.13375,2178
113,1,30,22,852390,19.328571,81.773571,93.47305,87.75905,2194
114,1,31,39,878268,19.915374,82.360374,94.05985,88.34585,2209
115,1,32,9,900755,20.425283,82.870283,94.56975,88.85575,2221
116,1,33,40,940202,21.319773,83.764773,95.46425,89.75025,2244
117,1,34,29,965596,21.895601,84.340601,96.04005,90.32605,2258
118,1,35,22,997775,22.625283,85.070283,96.76975,91.05575,2276
119,1,36,21,1032134,23.404399,85.849399,97.54885,91.83485,2296
120,1,37,9,1050258,23.815374,86.260374,97.95985,92.24585,2306
121,1,38,21,1089948,24.715374,87.160374,98.85985,93.14585,2329
122,1,39,8,1119462,25.384626,87.829626,99.5291,93.8151,2345
123,1,40,10,1142675,25.910998,88.355998,100.05545,94.34145,2359
124,1,41,8,1164192,26.398912,88.843912,100.5434,94.8294,2371
125,1,42,7,1191282,27.013197,89.458197,101.1577,95.4437,2386
126,1,43,22,1218614,27.632971,90.077971,101.77745,96.06345,2402
127,1,44,29,1237950,28.071429,90.516429,102.2159,96.5019,2413
128,1,45,39,1268432,28.76263,91.20763,102.90715,97.19315,2430
129,1,46,30,1295038,29.365941,91.810941,103.51045,97.79645,2445
130,1,47,39,1329882,30.156054,92.601054,104.30055,98.58655,2465
131,1,48,21,1354791,30.720884,93.165884,104.86535,99.15135,2479
132,1,49,22,1388908,31.494512,93.939512,105.639,99.925,2498
133,1,50,43,1418178,32.158231,94.603231,106.30275,100.58875,2515
134,1,51,43,1435818,32.558231,95.003231,106.70275,100.98875,2525
135,1,52,21,1455882,33.013197,95.458197,107.1577,101.4437,2536
136,1,53,44,1473764,33.418685,95.863685,107.5632,101.8492,2546
137,1,54,7,1506912,34.17034,96.61534,108.31485,102.60085,2565
138,1,55,29,1526490,34.614286,97.059286,108.7588,103.0448,2576
139,1,56,43,1562545,35.431859,97.876859,109.57635,103.86235,2597
140,1,57,10,1600782,36.298912,98.743912,110.44345,104.72945,2618
141,1,58,39,1639987,37.187914,99.632914,111.33245,105.61845,2640
142,1,59,30,1670227,37.873628,100.318628,112.01815,106.30415,2658
143,1,60,10,1705798,38.680227,101.125227,112.82475,107.11075,2678
144,1,61,40,1728042,39.184626,101.629626,113.32915,107.61515,2690
145,1,62,22,1763855,39.996712,102.441712,114.14125,108.42725,2711
146,1,63,44,1792641,40.649456,103.094456,114.794,109.08,2727
147,1,64,7,1830635,41.510998,103.955998,115.65555,109.94155,2749
148,1,65,30,1857482,42.119773,104.564773,116.2643,110.5503,2764
149,1,66,40,1890872,42.876916,105.321916,117.02145,111.30745,2783
150,1,67,9,1921597,43.573628,106.018628,117.71815,112.00415,2800
151,1,68,30,1953533,44.2978,106.7428,118.44235,112.72835,2818
152,1,69,9,1975535,44.796712,107.241712,118.94125,113.22725,2831
153,1,70,44,2012559,45.636259,108.081259,119.7808,114.0668,2852
154,1,71,29,2047645,46.431859,108.876859,120.5764,114.8624,2872
155,1,72,43,2083943,47.254943,109.699943,121.3995,115.6855,2892
156,1,73,40,2112245,47.896712,110.341712,122.04125,116.32725,2908
157,1,74,44,2144665,48.631859,111.076859,122.7764,117.0624,2927
158,1,75,30,2167636,49.152744,111.597744,123.2973,117.5833,2940
159,1,76,10,2186730,49.585714,112.030714,123.73025,118.01625,2950
160,1,77,7,2219635,50.331859,112.776859,124.4764,118.7624,2969
161,1,78,40,2252298,51.072517,113.517517,125.21705,119.50305,2988
162,1,79,22,2275996,51.609887,114.054887,125.75445,120.04045,3001
163,1,80,29,2296544,52.075828,114.520828,126.2204,120.5064,3013
164,1,81,7,2331145,52.860431,115.305431,127.005,121.291,3032
165,1,82,29,2368655,53.710998,116.155998,127.85555,122.14155,3054
166,1,83,21,2407375,54.589002,117.034002,128.73355,123.01955,3075
